tmp_result_ctm.itemsetid,tmp_result_ctm.itemid,tmp_result_ctm.tid,tmp_result_ctm.userid,tmp_result_ctm.trajectoryid,tmp_result_ctm.timestamp,tmp_result_ctm.latitude,tmp_result_ctm.longitude,tmp_result_ctm.bin_latitude,tmp_result_ctm.bin_longitude,tmp_result_ctm.bin_timestamp,tmp_result_ctm.in_support
-2109167837,1320,2240,9407,9407,1201964027,39.95907,116.44483,39.963,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964172,39.9574,116.44627,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964247,39.95442,116.45093,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964269,39.95423,116.45082,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964282,39.95388,116.45067,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964314,39.95337,116.44987,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964351,39.95217,116.44873,39.952,116.445,1201960800,NULL
-2109167837,1320,2054,9407,9407,1201964377,39.95188,116.44873,39.952,116.445,1201960800,NULL
-2109167837,1320,2055,9407,9407,1201964426,39.9513,116.44647,39.952,116.445,1201964400,NULL
-2109167837,1320,2055,9407,9407,1201965891,39.95147,116.4463,39.952,116.445,1201964400,NULL
-2109167837,1320,2055,9407,9407,1201965891,39.95147,116.4463,39.952,116.445,1201964400,NULL
-2109167837,1320,2055,9407,9407,1201965986,39.95613,116.4492,39.952,116.445,1201964400,NULL
-2109167837,1320,2241,9407,9407,1201966082,39.95837,116.44545,39.963,116.445,1201964400,NULL
-2109167837,1320,2241,9407,9407,1201966179,39.96143,116.44175,39.963,116.445,1201964400,NULL
-2109167837,1320,2241,9407,9407,1201966179,39.96143,116.44175,39.963,116.445,1201964400,NULL
-2109167837,1320,2229,9407,9407,1201966276,39.96395,116.43692,39.963,116.43,1201964400,NULL
-2109167837,1320,2229,9407,9407,1201966490,39.96827,116.42565,39.963,116.43,1201964400,NULL
-2109167837,1320,2217,9407,9407,1201966558,39.9681,116.42247,39.963,116.415,1201964400,NULL
-2109167837,1320,2217,9407,9407,1201966580,39.9681,116.42197,39.963,116.415,1201964400,NULL
-2109167837,1320,2217,9407,9407,1201966687,39.96788,116.41623,39.963,116.415,1201964400,NULL
-2109167837,1320,2217,9407,9407,1201966735,39.96785,116.41377,39.963,116.415,1201964400,NULL
-2109167837,1320,2205,9407,9407,1201966947,39.96743,116.39652,39.963,116.4,1201964400,NULL
-2109167837,1619,345,8967,8967,1201966961,39.86695,116.33124,39.864,116.325,1201964400,NULL
-2109167837,1320,2205,9407,9407,1201966963,39.96748,116.39627,39.963,116.4,1201964400,NULL
-2109167837,1320,2205,9407,9407,1201966993,39.96768,116.39602,39.963,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967018,39.96867,116.39592,39.974,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967084,39.97057,116.39557,39.974,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967110,39.96892,116.3958,39.974,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967183,39.96887,116.39595,39.974,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967192,39.96932,116.39605,39.974,116.4,1201964400,NULL
-2109167837,1320,2379,9407,9407,1201967206,39.96913,116.39592,39.974,116.4,1201964400,NULL
-2109167837,1320,2193,9407,9407,1201967507,39.96712,116.39197,39.963,116.385,1201964400,NULL
-2109167837,1619,693,8967,8967,1201967564,39.88842,116.33245,39.886,116.325,1201964400,NULL
-2109167837,1320,2181,9407,9407,1201967808,39.96665,116.36677,39.963,116.37,1201964400,NULL
-2109167837,1619,717,8967,8967,1201967866,39.88791,116.35132,39.886,116.355,1201964400,NULL
-2109167837,1320,2146,9407,9407,1201968113,39.9663,116.33187,39.963,116.325,1201968000,NULL
-2109167837,1320,2146,9407,9407,1201968131,39.9663,116.33168,39.963,116.325,1201968000,NULL
-2109167837,1619,706,8967,8967,1201968179,39.88573,116.34714,39.886,116.34,1201968000,NULL
-2109167837,1320,2146,9407,9407,1201968247,39.9657,116.31942,39.963,116.325,1201968000,NULL
-2109167837,1320,2122,9407,9407,1201968498,39.95898,116.30217,39.963,116.295,1201968000,NULL
-2109167837,1320,2122,9407,9407,1201968498,39.95898,116.30217,39.963,116.295,1201968000,NULL
-2109167837,1320,1948,9407,9407,1201968621,39.95322,116.30323,39.952,116.31,1201968000,NULL
-2109167837,1619,902,8967,8967,1201968779,39.89907,116.34667,39.897,116.34,1201968000,NULL
-2109167837,1320,1777,9407,9407,1201968997,39.9373,116.3177,39.941,116.325,1201968000,NULL
-2109167837,1320,1777,9407,9407,1201968997,39.9373,116.3177,39.941,116.325,1201968000,NULL
-2109167837,1320,1578,9407,9407,1201969158,39.93322,116.3195,39.93,116.325,1201968000,NULL
-2109167837,1320,1578,9407,9407,1201969185,39.93293,116.3194,39.93,116.325,1201968000,NULL
-2109167837,1619,1084,8967,8967,1201969473,39.90746,116.30256,39.908,116.31,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969576,39.92197,116.3223,39.919,116.325,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969633,39.92157,116.32672,39.919,116.325,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969674,39.92158,116.32748,39.919,116.325,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969681,39.92155,116.32782,39.919,116.325,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969691,39.92155,116.32813,39.919,116.325,1201968000,NULL
-2109167837,1320,1340,9407,9407,1201969742,39.91723,116.32828,39.919,116.325,1201968000,NULL
-2109167837,1320,1096,9407,9407,1201969826,39.91272,116.3283,39.908,116.325,1201968000,NULL
-2109167837,1320,1096,9407,9407,1201969913,39.90963,116.32438,39.908,116.325,1201968000,NULL
-2109167837,1619,1072,8967,8967,1201970076,39.90649,116.29857,39.908,116.295,1201968000,NULL
-2109167837,1320,1566,9407,9407,1201970707,39.92985,116.30425,39.93,116.31,1201968000,NULL
-2109167837,1619,1328,8967,8967,1201970824,39.91702,116.30385,39.919,116.31,1201968000,NULL
-2109167837,1320,1554,9407,9407,1201970876,39.9314,116.2957,39.93,116.295,1201968000,NULL
-2109167837,1320,1554,9407,9407,1201971038,39.934,116.297,39.93,116.295,1201968000,NULL
-2109167837,1619,1084,8967,8967,1201971126,39.91294,116.3039,39.908,116.31,1201968000,NULL
-2109167837,1320,1753,9407,9407,1201971166,39.9415,116.3021,39.941,116.295,1201968000,NULL
-2109167837,1619,1072,8967,8967,1201971428,39.90711,116.30199,39.908,116.295,1201968000,NULL
-2109167837,1320,1948,9407,9407,1201971465,39.95167,116.311,39.952,116.31,1201968000,NULL
-2109167837,1320,1948,9407,9407,1201971528,39.95247,116.31562,39.952,116.31,1201968000,NULL
-2109167837,1320,1948,9407,9407,1201971569,39.95217,116.31592,39.952,116.31,1201968000,NULL
-2109167837,1320,1948,9407,9407,1201971586,39.95218,116.31472,39.952,116.31,1201968000,NULL
-2109167837,1320,1949,9407,9407,1201971664,39.95247,116.31627,39.952,116.31,1201971600,NULL
-2109167837,1320,1949,9407,9407,1201971693,39.9523,116.31545,39.952,116.31,1201971600,NULL
-2109167837,1320,1949,9407,9407,1201971693,39.9523,116.31545,39.952,116.31,1201971600,NULL
-2109167837,1320,1949,9407,9407,1201971700,39.95232,116.31482,39.952,116.31,1201971600,NULL
-2109167837,1320,1949,9407,9407,1201971743,39.95257,116.3111,39.952,116.31,1201971600,NULL
-2109167837,1619,1073,8967,8967,1201971940,39.90635,116.29686,39.908,116.295,1201971600,NULL
-2109167837,1320,2135,9407,9407,1201971967,39.95952,116.3027,39.963,116.31,1201971600,NULL
-2109167837,1619,1073,8967,8967,1201971992,39.90635,116.29088,39.908,116.295,1201971600,NULL
-2109167837,1619,1073,8967,8967,1201972242,39.91172,116.29172,39.908,116.295,1201971600,NULL
-2109167837,1320,2147,9407,9407,1201972268,39.96598,116.3265,39.963,116.325,1201971600,NULL
-2109167837,1320,2147,9407,9407,1201972326,39.9609,116.32858,39.963,116.325,1201971600,NULL
-2109167837,1320,2147,9407,9407,1201972401,39.96068,116.33077,39.963,116.325,1201971600,NULL
-2109167837,1619,1073,8967,8967,1201972544,39.91187,116.29475,39.908,116.295,1201971600,NULL
-2109167837,1320,2159,9407,9407,1201972622,39.96102,116.33645,39.963,116.34,1201971600,NULL
-2109167837,1320,2159,9407,9407,1201972625,39.961,116.33652,39.963,116.34,1201971600,NULL
-2109167837,1320,2159,9407,9407,1201972641,39.96098,116.337,39.963,116.34,1201971600,NULL
-2109167837,1320,2159,9407,9407,1201972685,39.96002,116.33818,39.963,116.34,1201971600,NULL
-2109167837,1320,2159,9407,9407,1201972728,39.95758,116.33958,39.963,116.34,1201971600,NULL
-2109167837,1320,1973,9407,9407,1201973004,39.94905,116.34227,39.952,116.34,1201971600,NULL
-2109167837,1320,1790,9407,9407,1201973108,39.94342,116.34407,39.941,116.34,1201971600,NULL
-2109167837,1320,1790,9407,9407,1201973200,39.93988,116.34535,39.941,116.34,1201971600,NULL
-2109167837,1320,1790,9407,9407,1201973236,39.93955,116.34552,39.941,116.34,1201971600,NULL
-2109167837,1320,1790,9407,9407,1201973297,39.93915,116.346,39.941,116.34,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973377,39.93903,116.35113,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973397,39.93905,116.35157,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973406,39.9391,116.3519,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973527,39.93922,116.3621,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973543,39.93852,116.36222,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973717,39.93707,116.36077,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973717,39.93707,116.36077,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973734,39.93682,116.36082,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201973734,39.93682,116.36082,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201974357,39.93605,116.36118,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201974379,39.93635,116.36128,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201974388,39.9367,116.36103,39.941,116.355,1201971600,NULL
-2109167837,1320,1802,9407,9407,1201974442,39.93795,116.35792,39.941,116.355,1201971600,NULL
-2109167837,1320,2009,9407,9407,1201974790,39.9476,116.39228,39.952,116.385,1201971600,NULL
-2109167837,1320,2021,9407,9407,1201974803,39.9476,116.39277,39.952,116.4,1201971600,NULL
-2109167837,1320,2021,9407,9407,1201974912,39.94762,116.40022,39.952,116.4,1201971600,NULL
-2109167837,1320,2033,9407,9407,1201975157,39.94813,116.41733,39.952,116.415,1201971600,NULL
-2109167837,1320,2256,9407,9407,1201975464,39.96535,116.45823,39.963,116.46,1201975200,NULL
-2109167837,1320,2860,9407,9407,1201975765,40.01173,116.50958,40.007,116.505,1201975200,NULL
-2109167837,1619,3101,8967,8967,1201975812,40.07898,116.58657,40.084,116.58,1201975200,NULL
-2109167837,1320,3029,9407,9407,1201976062,40.04693,116.57943,40.051,116.58,1201975200,NULL
-2109167837,1619,3089,8967,8967,1201976114,40.07121,116.5811,40.073,116.58,1201975200,NULL
-2109167837,1320,3089,9407,9407,1201976288,40.07743,116.5866,40.073,116.58,1201975200,NULL
-2109167837,1320,3089,9407,9407,1201976292,40.0775,116.58663,40.073,116.58,1201975200,NULL
-2109167837,1320,3101,9407,9407,1201976319,40.07882,116.58657,40.084,116.58,1201975200,NULL
-2109167837,1619,3051,8967,8967,1201976415,40.06378,116.56751,40.062,116.565,1201975200,3051
-2109167837,1320,3101,9407,9407,1201976570,40.07957,116.5835,40.084,116.58,1201975200,NULL
-2109167837,1320,3089,9407,9407,1201976681,40.07653,116.5805,40.073,116.58,1201975200,NULL
-2109167837,1619,3077,8967,8967,1201976717,40.06897,116.56254,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201976717,40.06897,116.56254,40.073,116.565,1201975200,3077
-2109167837,1320,3063,9407,9407,1201976852,40.06253,116.58248,40.062,116.58,1201975200,NULL
-2109167837,1320,3063,9407,9407,1201976903,40.06257,116.57895,40.062,116.58,1201975200,NULL
-2109167837,1320,3063,9407,9407,1201976903,40.06257,116.57895,40.062,116.58,1201975200,NULL
-2109167837,1619,3077,8967,8967,1201977018,40.07141,116.56709,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201977018,40.07141,116.56709,40.073,116.565,1201975200,3077
-2109167837,1320,3051,9407,9407,1201977051,40.06572,116.56328,40.062,116.565,1201975200,3051
-2109167837,1320,3051,9407,9407,1201977118,40.06677,116.56302,40.062,116.565,1201975200,3051
-2109167837,1320,3051,9407,9407,1201977143,40.06747,116.56288,40.062,116.565,1201975200,3051
-2109167837,1320,3077,9407,9407,1201977196,40.0685,116.5626,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977196,40.0685,116.5626,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977196,40.0685,116.5626,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977196,40.0685,116.5626,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977244,40.06928,116.56243,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977244,40.06928,116.56243,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977323,40.07008,116.56335,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977323,40.07008,116.56335,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977431,40.07047,116.56662,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977431,40.07047,116.56662,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977515,40.07165,116.56705,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977515,40.07165,116.56705,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977581,40.07157,116.5645,40.073,116.565,1201975200,3077
-2109167837,1320,3077,9407,9407,1201977581,40.07157,116.5645,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201978388,40.07172,116.56563,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201978388,40.07172,116.56563,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201978690,40.07171,116.56562,40.073,116.565,1201975200,3077
-2109167837,1619,3077,8967,8967,1201978690,40.07171,116.56562,40.073,116.565,1201975200,3077
-2109167837,1619,3078,8967,8967,1201978992,40.07171,116.56564,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201979293,40.07172,116.56564,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201979594,40.07172,116.56563,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201979896,40.07177,116.56563,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201980197,40.0717,116.56562,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201980499,40.07171,116.56561,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201980801,40.07172,116.56563,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201981102,40.07174,116.56563,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201981404,40.07179,116.56561,40.073,116.565,1201978800,3078
-2109167837,1619,3078,8967,8967,1201981706,40.07013,116.56343,40.073,116.565,1201978800,3078
-2109167837,1619,3064,8967,8967,1201982007,40.06271,116.57715,40.062,116.58,1201978800,3064
-2109167837,1320,3078,9407,9407,1201982074,40.07157,116.56437,40.073,116.565,1201978800,3078
-2109167837,1320,3078,9407,9407,1201982100,40.07083,116.56418,40.073,116.565,1201978800,3078
-2109167837,1320,3078,9407,9407,1201982178,40.07003,116.5625,40.073,116.565,1201978800,3078
-2109167837,1619,3064,8967,8967,1201982309,40.06232,116.58144,40.062,116.58,1201978800,3064
-2109167837,1320,3052,9407,9407,1201982347,40.0658,116.56327,40.062,116.565,1201978800,NULL
-2109167837,1320,3065,9407,9407,1201982476,40.06302,116.57388,40.062,116.58,1201982400,3065
-2109167837,1619,3065,8967,8967,1201982611,40.0608,116.58296,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201982777,40.06293,116.57497,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201982845,40.06238,116.58085,40.062,116.58,1201982400,3065
-2109167837,1619,3065,8967,8967,1201982912,40.0608,116.58292,40.062,116.58,1201982400,3065
-2109167837,1619,3065,8967,8967,1201983214,40.06404,116.58249,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983227,40.06237,116.58092,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983311,40.06147,116.58288,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983379,40.0619,116.58278,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983416,40.06232,116.5827,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983474,40.06292,116.58255,40.062,116.58,1201982400,3065
-2109167837,1619,3065,8967,8967,1201983516,40.06703,116.58195,40.062,116.58,1201982400,3065
-2109167837,1619,3065,8967,8967,1201983519,40.06703,116.58192,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983520,40.06328,116.58247,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983612,40.06428,116.58233,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983679,40.06503,116.58223,40.062,116.58,1201982400,3065
-2109167837,1619,3091,8967,8967,1201983817,40.0694,116.58153,40.073,116.58,1201982400,3091
-2109167837,1320,3065,9407,9407,1201983917,40.0664,116.582,40.062,116.58,1201982400,3065
-2109167837,1320,3065,9407,9407,1201983970,40.06703,116.58195,40.062,116.58,1201982400,3065
-2109167837,1619,3091,8967,8967,1201984119,40.07126,116.58123,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201984169,40.06853,116.5817,40.073,116.58,1201982400,3091
-2109167837,1619,3091,8967,8967,1201984421,40.07124,116.58124,40.073,116.58,1201982400,3091
-2109167837,1619,3091,8967,8967,1201984722,40.07125,116.58123,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201984942,40.06885,116.58162,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201984950,40.0693,116.58158,40.073,116.58,1201982400,3091
-2109167837,1619,3091,8967,8967,1201985024,40.07222,116.58102,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985228,40.06997,116.58145,40.073,116.58,1201982400,3091
-2109167837,1619,3091,8967,8967,1201985337,40.07606,116.58334,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985410,40.07175,116.58107,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985445,40.07312,116.58085,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985496,40.07395,116.58062,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985612,40.0764,116.58067,40.073,116.58,1201982400,3091
-2109167837,1320,3091,9407,9407,1201985612,40.0764,116.58067,40.073,116.58,1201982400,3091
-2109167837,1619,3091,8967,8967,1201985637,40.07635,116.58363,40.073,116.58,1201982400,3091
-2109167837,1320,3092,9407,9407,1201986137,40.07645,116.5809,40.073,116.58,1201986000,NULL
-2109167837,1320,3092,9407,9407,1201986149,40.07652,116.58145,40.073,116.58,1201986000,NULL
